Logging to ./baseline_seed_data/bipedalwalker/
---------------------------------
| rollout/           |          |
|    std                  | 0.282       |
|    value_loss           | 20.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | 240         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 610         |
|    time_elapsed         | 2453        |
|    total_timesteps      | 1249280     |
| train/                  |             |
|    approx_kl            | 0.016071808 |
|    clip_fraction        | 0.173       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.572      |
|    explained_variance   | 0.637       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.08        |
|    n_updates            | 6090        |
|    policy_gradient_loss | -0.013      |
|    std                  | 0.281       |
|    value_loss           | 11.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1e+03       |
|    ep_rew_mean          | 240         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 611         |
|    time_elapsed         | 2458        |
|    total_timesteps      | 1251328     |
| train/                  |             |
|    approx_kl            | 0.040278547 |
|    clip_fraction        | 0.323       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.586      |
|    explained_variance   | 0.975       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.05        |
|    n_updates            | 6100        |
|    policy_gradient_loss | -0.0139     |
|    std                  | 0.284       |
|    value_loss           | 3.46        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1e+03      |
|    ep_rew_mean          | 240        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 612        |
|    time_elapsed         | 2461       |
|    total_timesteps      | 1253376    |
| train/                  |            |
|    approx_kl            | 0.03384148 |
|    clip_fraction        | 0.329      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.595     |
|    explained_variance   | 0.387      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.72       |
|    n_updates            | 6110       |
|    policy_gradient_loss | -0.0102    |
|    std                  | 0.283      |
|    value_loss           | 5.47       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 996         |
|    ep_rew_mean          | 235         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 613         |
|    time_elapsed         | 2465        |
|    total_timesteps      | 1255424     |
| train/                  |             |
|    approx_kl            | 0.034037635 |
|    clip_fraction        | 0.313       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.579      |
|    explained_variance   | 0.407       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.54        |
|    n_updates            | 6120        |
|    policy_gradient_loss | -0.0111     |
|    std                  | 0.281       |
|    value_loss           | 5.63        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 997         |
|    ep_rew_mean          | 235         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 614         |
|    time_elapsed         | 2469        |
|    total_timesteps      | 1257472     |
| train/                  |             |
|    approx_kl            | 0.018126953 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.565      |
|    explained_variance   | 0.959       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.76        |
|    n_updates            | 6130        |
|    policy_gradient_loss | -0.011      |
|    std                  | 0.282       |
|    value_loss           | 14.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 996         |
|    ep_rew_mean          | 235         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 615         |
|    time_elapsed         | 2473        |
|    total_timesteps      | 1259520     |
| train/                  |             |
|    approx_kl            | 0.025413992 |
|    clip_fraction        | 0.237       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.562      |
|    explained_variance   | 0.352       |
|    learning_rate        | 0.0003      |
|    loss                 | 8.44        |
|    n_updates            | 6140        |
|    policy_gradient_loss | -0.0155     |
|    std                  | 0.28        |
|    value_loss           | 10.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 997         |
|    ep_rew_mean          | 234         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 616         |
|    time_elapsed         | 2477        |
|    total_timesteps      | 1261568     |
| train/                  |             |
|    approx_kl            | 0.031025447 |
|    clip_fraction        | 0.345       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.56       |
|    explained_variance   | 0.574       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.36        |
|    n_updates            | 6150        |
|    policy_gradient_loss | -0.00924    |
|    std                  | 0.281       |
|    value_loss           | 4.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 997         |
|    ep_rew_mean          | 236         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 617         |
|    time_elapsed         | 2481        |
|    total_timesteps      | 1263616     |
| train/                  |             |
|    approx_kl            | 0.036783412 |
|    clip_fraction        | 0.369       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.562      |
|    explained_variance   | 0.331       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.23        |
|    n_updates            | 6160        |
|    policy_gradient_loss | -0.0115     |
|    std                  | 0.28        |
|    value_loss           | 6.36        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 995         |
|    ep_rew_mean          | 236         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 618         |
|    time_elapsed         | 2485        |
|    total_timesteps      | 1265664     |
| train/                  |             |
|    approx_kl            | 0.028265152 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.558      |
|    explained_variance   | 0.941       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.45        |
|    n_updates            | 6170        |
|    policy_gradient_loss | -0.012      |
|    std                  | 0.282       |
|    value_loss           | 13.1        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1e+03      |
|    ep_rew_mean          | 240        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 619        |
|    time_elapsed         | 2489       |
|    total_timesteps      | 1267712    |
| train/                  |            |
|    approx_kl            | 0.03898714 |
|    clip_fraction        | 0.358      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.558     |
|    explained_variance   | -0.00782   |
|    learning_rate        | 0.0003     |
|    loss                 | 0.559      |
|    n_updates            | 6180       |
|    policy_gradient_loss | -0.00796   |
|    std                  | 0.281      |
|    value_loss           | 6.88       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 985        |
|    ep_rew_mean          | 232        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 620        |
|    time_elapsed         | 2493       |
|    total_timesteps      | 1269760    |
| train/                  |            |
|    approx_kl            | 0.03363368 |
|    clip_fraction        | 0.36       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.552     |
|    explained_variance   | 0.236      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.28       |
|    n_updates            | 6190       |
|    policy_gradient_loss | -0.00678   |
|    std                  | 0.28       |
|    value_loss           | 6.15       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 983         |
|    ep_rew_mean          | 231         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 621         |
|    time_elapsed         | 2496        |
|    total_timesteps      | 1271808     |
| train/                  |             |
|    approx_kl            | 0.016981639 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.547      |
|    explained_variance   | 0.931       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.57        |
|    n_updates            | 6200        |
|    policy_gradient_loss | -0.01       |
|    std                  | 0.28        |
|    value_loss           | 19.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 973         |
|    ep_rew_mean          | 227         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 622         |
|    time_elapsed         | 2501        |
|    total_timesteps      | 1273856     |
| train/                  |             |
|    approx_kl            | 0.016344555 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.551      |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.62        |
|    n_updates            | 6210        |
|    policy_gradient_loss | -0.0132     |
|    std                  | 0.281       |
|    value_loss           | 27.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 961         |
|    ep_rew_mean          | 221         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 623         |
|    time_elapsed         | 2505        |
|    total_timesteps      | 1275904     |
| train/                  |             |
|    approx_kl            | 0.016100666 |
|    clip_fraction        | 0.192       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.55       |
|    explained_variance   | 0.885       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.45        |
|    n_updates            | 6220        |
|    policy_gradient_loss | -0.0141     |
|    std                  | 0.281       |
|    value_loss           | 16.3        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 963        |
|    ep_rew_mean          | 223        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 624        |
|    time_elapsed         | 2509       |
|    total_timesteps      | 1277952    |
| train/                  |            |
|    approx_kl            | 0.02531743 |
|    clip_fraction        | 0.233      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.545     |
|    explained_variance   | 0.925      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.21       |
|    n_updates            | 6230       |
|    policy_gradient_loss | -0.00925   |
|    std                  | 0.281      |
|    value_loss           | 19.8       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 964         |
|    ep_rew_mean          | 224         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 625         |
|    time_elapsed         | 2513        |
|    total_timesteps      | 1280000     |
| train/                  |             |
|    approx_kl            | 0.033340823 |
|    clip_fraction        | 0.358       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.558      |
|    explained_variance   | -0.146      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.46        |
|    n_updates            | 6240        |
|    policy_gradient_loss | -0.00927    |
|    std                  | 0.281       |
|    value_loss           | 6.55        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 966         |
|    ep_rew_mean          | 225         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 626         |
|    time_elapsed         | 2517        |
|    total_timesteps      | 1282048     |
| train/                  |             |
|    approx_kl            | 0.018083569 |
|    clip_fraction        | 0.235       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.556      |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.48        |
|    n_updates            | 6250        |
|    policy_gradient_loss | -0.00988    |
|    std                  | 0.281       |
|    value_loss           | 13.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 972         |
|    ep_rew_mean          | 227         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 627         |
|    time_elapsed         | 2520        |
|    total_timesteps      | 1284096     |
| train/                  |             |
|    approx_kl            | 0.034728955 |
|    clip_fraction        | 0.259       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.556      |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.0003      |
|    loss                 | 17.1        |
|    n_updates            | 6260        |
|    policy_gradient_loss | -0.00557    |
|    std                  | 0.281       |
|    value_loss           | 19.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 969         |
|    ep_rew_mean          | 226         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 628         |
|    time_elapsed         | 2524        |
|    total_timesteps      | 1286144     |
| train/                  |             |
|    approx_kl            | 0.029559098 |
|    clip_fraction        | 0.275       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.569      |
|    explained_variance   | 0.942       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.47        |
|    n_updates            | 6270        |
|    policy_gradient_loss | -0.00885    |
|    std                  | 0.283       |
|    value_loss           | 11          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 966         |
|    ep_rew_mean          | 225         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 629         |
|    time_elapsed         | 2529        |
|    total_timesteps      | 1288192     |
| train/                  |             |
|    approx_kl            | 0.016654033 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.583      |
|    explained_variance   | 0.84        |
|    learning_rate        | 0.0003      |
|    loss                 | 11.3        |
|    n_updates            | 6280        |
|    policy_gradient_loss | -0.00655    |
|    std                  | 0.283       |
|    value_loss           | 29.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 966         |
|    ep_rew_mean          | 225         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 630         |
|    time_elapsed         | 2532        |
|    total_timesteps      | 1290240     |
| train/                  |             |
|    approx_kl            | 0.029657148 |
|    clip_fraction        | 0.307       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.583      |
|    explained_variance   | 0.932       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.4        |
|    n_updates            | 6290        |
|    policy_gradient_loss | -0.00918    |
|    std                  | 0.283       |
|    value_loss           | 17.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 964         |
|    ep_rew_mean          | 225         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 631         |
|    time_elapsed         | 2536        |
|    total_timesteps      | 1292288     |
| train/                  |             |
|    approx_kl            | 0.054900683 |
|    clip_fraction        | 0.352       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.583      |
|    explained_variance   | 0.384       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.99        |
|    n_updates            | 6300        |
|    policy_gradient_loss | -0.00672    |
|    std                  | 0.284       |
|    value_loss           | 13          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 963         |
|    ep_rew_mean          | 225         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 632         |
|    time_elapsed         | 2540        |
|    total_timesteps      | 1294336     |
| train/                  |             |
|    approx_kl            | 0.057606176 |
|    clip_fraction        | 0.459       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.611      |
|    explained_variance   | -0.046      |
|    learning_rate        | 0.0003      |
|    loss                 | 2.22        |
|    n_updates            | 6310        |
|    policy_gradient_loss | 0.000237    |
|    std                  | 0.286       |
|    value_loss           | 6           |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 948         |
|    ep_rew_mean          | 219         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 633         |
|    time_elapsed         | 2544        |
|    total_timesteps      | 1296384     |
| train/                  |             |
|    approx_kl            | 0.027313398 |
|    clip_fraction        | 0.347       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.639      |
|    explained_variance   | 0.345       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.61        |
|    n_updates            | 6320        |
|    policy_gradient_loss | -0.00621    |
|    std                  | 0.287       |
|    value_loss           | 4.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 938         |
|    ep_rew_mean          | 214         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 634         |
|    time_elapsed         | 2548        |
|    total_timesteps      | 1298432     |
| train/                  |             |
|    approx_kl            | 0.019294929 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.647      |
|    explained_variance   | 0.912       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.64        |
|    n_updates            | 6330        |
|    policy_gradient_loss | -0.0037     |
|    std                  | 0.287       |
|    value_loss           | 16.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 937         |
|    ep_rew_mean          | 214         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 635         |
|    time_elapsed         | 2551        |
|    total_timesteps      | 1300480     |
| train/                  |             |
|    approx_kl            | 0.016410079 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.65       |
|    explained_variance   | 0.916       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.9        |
|    n_updates            | 6340        |
|    policy_gradient_loss | -0.0114     |
|    std                  | 0.288       |
|    value_loss           | 25.5        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 931       |
|    ep_rew_mean          | 212       |
| time/                   |           |
|    fps                  | 509       |
|    iterations           | 636       |
|    time_elapsed         | 2556      |
|    total_timesteps      | 1302528   |
| train/                  |           |
|    approx_kl            | 0.0405085 |
|    clip_fraction        | 0.402     |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.677    |
|    explained_variance   | 0.132     |
|    learning_rate        | 0.0003    |
|    loss                 | 0.342     |
|    n_updates            | 6350      |
|    policy_gradient_loss | -0.00524  |
|    std                  | 0.29      |
|    value_loss           | 5.94      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 927         |
|    ep_rew_mean          | 212         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 637         |
|    time_elapsed         | 2560        |
|    total_timesteps      | 1304576     |
| train/                  |             |
|    approx_kl            | 0.019130044 |
|    clip_fraction        | 0.231       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.676      |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.65        |
|    n_updates            | 6360        |
|    policy_gradient_loss | -0.00962    |
|    std                  | 0.289       |
|    value_loss           | 21.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 926         |
|    ep_rew_mean          | 212         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 638         |
|    time_elapsed         | 2564        |
|    total_timesteps      | 1306624     |
| train/                  |             |
|    approx_kl            | 0.015299474 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.668      |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.0003      |
|    loss                 | 17.9        |
|    n_updates            | 6370        |
|    policy_gradient_loss | -0.00905    |
|    std                  | 0.289       |
|    value_loss           | 23.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 931         |
|    ep_rew_mean          | 215         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 639         |
|    time_elapsed         | 2567        |
|    total_timesteps      | 1308672     |
| train/                  |             |
|    approx_kl            | 0.035759643 |
|    clip_fraction        | 0.38        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.682      |
|    explained_variance   | 0.263       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.08        |
|    n_updates            | 6380        |
|    policy_gradient_loss | -0.00627    |
|    std                  | 0.29        |
|    value_loss           | 5.93        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 923        |
|    ep_rew_mean          | 213        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 640        |
|    time_elapsed         | 2572       |
|    total_timesteps      | 1310720    |
| train/                  |            |
|    approx_kl            | 0.04093907 |
|    clip_fraction        | 0.353      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.691     |
|    explained_variance   | 0.381      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.12       |
|    n_updates            | 6390       |
|    policy_gradient_loss | -0.0142    |
|    std                  | 0.291      |
|    value_loss           | 6.37       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 927         |
|    ep_rew_mean          | 215         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 641         |
|    time_elapsed         | 2576        |
|    total_timesteps      | 1312768     |
| train/                  |             |
|    approx_kl            | 0.030903362 |
|    clip_fraction        | 0.291       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.704      |
|    explained_variance   | 0.876       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.11        |
|    n_updates            | 6400        |
|    policy_gradient_loss | -0.0047     |
|    std                  | 0.292       |
|    value_loss           | 12.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 917         |
|    ep_rew_mean          | 212         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 642         |
|    time_elapsed         | 2580        |
|    total_timesteps      | 1314816     |
| train/                  |             |
|    approx_kl            | 0.027251149 |
|    clip_fraction        | 0.296       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.72       |
|    explained_variance   | -0.756      |
|    learning_rate        | 0.0003      |
|    loss                 | 9.72        |
|    n_updates            | 6410        |
|    policy_gradient_loss | -0.00977    |
|    std                  | 0.293       |
|    value_loss           | 8.62        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 916         |
|    ep_rew_mean          | 212         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 643         |
|    time_elapsed         | 2584        |
|    total_timesteps      | 1316864     |
| train/                  |             |
|    approx_kl            | 0.025762763 |
|    clip_fraction        | 0.307       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.735      |
|    explained_variance   | 0.915       |
|    learning_rate        | 0.0003      |
|    loss                 | 16.9        |
|    n_updates            | 6420        |
|    policy_gradient_loss | -0.00903    |
|    std                  | 0.294       |
|    value_loss           | 15.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 914         |
|    ep_rew_mean          | 211         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 644         |
|    time_elapsed         | 2588        |
|    total_timesteps      | 1318912     |
| train/                  |             |
|    approx_kl            | 0.032550737 |
|    clip_fraction        | 0.295       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.73       |
|    explained_variance   | 0.906       |
|    learning_rate        | 0.0003      |
|    loss                 | 21.9        |
|    n_updates            | 6430        |
|    policy_gradient_loss | -0.0132     |
|    std                  | 0.292       |
|    value_loss           | 16.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 918         |
|    ep_rew_mean          | 213         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 645         |
|    time_elapsed         | 2592        |
|    total_timesteps      | 1320960     |
| train/                  |             |
|    approx_kl            | 0.026000425 |
|    clip_fraction        | 0.293       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.704      |
|    explained_variance   | 0.902       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.96        |
|    n_updates            | 6440        |
|    policy_gradient_loss | -0.0107     |
|    std                  | 0.291       |
|    value_loss           | 19.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 917         |
|    ep_rew_mean          | 213         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 646         |
|    time_elapsed         | 2596        |
|    total_timesteps      | 1323008     |
| train/                  |             |
|    approx_kl            | 0.038932126 |
|    clip_fraction        | 0.341       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.708      |
|    explained_variance   | -0.539      |
|    learning_rate        | 0.0003      |
|    loss                 | 1.79        |
|    n_updates            | 6450        |
|    policy_gradient_loss | -0.00431    |
|    std                  | 0.292       |
|    value_loss           | 10.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 910         |
|    ep_rew_mean          | 210         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 647         |
|    time_elapsed         | 2600        |
|    total_timesteps      | 1325056     |
| train/                  |             |
|    approx_kl            | 0.043504737 |
|    clip_fraction        | 0.372       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.702      |
|    explained_variance   | -0.015      |
|    learning_rate        | 0.0003      |
|    loss                 | 5.97        |
|    n_updates            | 6460        |
|    policy_gradient_loss | -0.0106     |
|    std                  | 0.291       |
|    value_loss           | 6.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 908         |
|    ep_rew_mean          | 210         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 648         |
|    time_elapsed         | 2604        |
|    total_timesteps      | 1327104     |
| train/                  |             |
|    approx_kl            | 0.039382298 |
|    clip_fraction        | 0.344       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.703      |
|    explained_variance   | 0.945       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.612       |
|    n_updates            | 6470        |
|    policy_gradient_loss | -0.00967    |
|    std                  | 0.292       |
|    value_loss           | 5.71        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 907        |
|    ep_rew_mean          | 210        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 649        |
|    time_elapsed         | 2608       |
|    total_timesteps      | 1329152    |
| train/                  |            |
|    approx_kl            | 0.03737876 |
|    clip_fraction        | 0.4        |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.704     |
|    explained_variance   | 0.141      |
|    learning_rate        | 0.0003     |
|    loss                 | 11.2       |
|    n_updates            | 6480       |
|    policy_gradient_loss | -0.00554   |
|    std                  | 0.291      |
|    value_loss           | 5.82       |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 907       |
|    ep_rew_mean          | 210       |
| time/                   |           |
|    fps                  | 509       |
|    iterations           | 650       |
|    time_elapsed         | 2611      |
|    total_timesteps      | 1331200   |
| train/                  |           |
|    approx_kl            | 0.0315399 |
|    clip_fraction        | 0.346     |
|    clip_range           | 0.2       |
|    entropy_loss         | -0.689    |
|    explained_variance   | 0.284     |
|    learning_rate        | 0.0003    |
|    loss                 | 6.28      |
|    n_updates            | 6490      |
|    policy_gradient_loss | -0.00979  |
|    std                  | 0.29      |
|    value_loss           | 5.19      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 906         |
|    ep_rew_mean          | 210         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 651         |
|    time_elapsed         | 2616        |
|    total_timesteps      | 1333248     |
| train/                  |             |
|    approx_kl            | 0.024883997 |
|    clip_fraction        | 0.34        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.707      |
|    explained_variance   | 0.392       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.685       |
|    n_updates            | 6500        |
|    policy_gradient_loss | -0.0051     |
|    std                  | 0.292       |
|    value_loss           | 5.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 905         |
|    ep_rew_mean          | 209         |
| time/                   |             |
|    fps                  | 509         |
|    iterations           | 652         |
|    time_elapsed         | 2620        |
|    total_timesteps      | 1335296     |
| train/                  |             |
|    approx_kl            | 0.026271135 |
|    clip_fraction        | 0.327       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.716      |
|    explained_variance   | 0.318       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.607       |
|    n_updates            | 6510        |
|    policy_gradient_loss | -0.00848    |
|    std                  | 0.291       |
|    value_loss           | 4.74        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 910        |
|    ep_rew_mean          | 211        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 653        |
|    time_elapsed         | 2623       |
|    total_timesteps      | 1337344    |
| train/                  |            |
|    approx_kl            | 0.02440985 |
|    clip_fraction        | 0.263      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.694     |
|    explained_variance   | 0.931      |
|    learning_rate        | 0.0003     |
|    loss                 | 10.2       |
|    n_updates            | 6520       |
|    policy_gradient_loss | -0.00656   |
|    std                  | 0.289      |
|    value_loss           | 10.7       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 916        |
|    ep_rew_mean          | 214        |
| time/                   |            |
|    fps                  | 509        |
|    iterations           | 654        |
|    time_elapsed         | 2627       |
|    total_timesteps      | 1339392    |
| train/                  |            |
|    approx_kl            | 0.03905232 |
|    clip_fraction        | 0.353      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.71      |
|    explained_variance   | -0.122     |
